ReviewerID,P_interests,O_interests,P_intentions,O_intentions,product_preferences
A2VZDTOUHTSJMT,"Romance, BDSM, Alpha Males, Submissive Heroesines","Mystery, Suspense, Action, MMA, Wolf Shifters",To read a satisfying romance story with a strong alpha male and submissive heroine,To experience a fast-paced and sexy romance with a touch of mystery and suspense,"Contemporary Romance, Paranormal Romance, BDSM Romance"
A2W31IQMW6TX93,"mystery, thriller, suspense, horror","garden, family, southern life, history","reading, entertainment","escape, relaxation","thriller, cozy mystery, suspense, horror"
A2W3RQOSC87P4A,romance,mystery thriller,read romantic novels,solve mystery and uncover secrets,romantic novels
A2W4295H4JSYDD,romance,"romance, suspense, drama",read romance,"read romance, review books","romance novels, MC series"
A2W4IP12GM8NMS,"romance, drama, love, relationships","family, friends, careers, adventure","reading romance novels, escaping into stories","relaxation, entertainment, socializing","romance, drama, erotic stories"
A2W4Z0J9DFZFSR,wholesome stories,"light reading, suspense, children's books, romance, animal stories, dogs, Christian",recommend books for specific interests,"encourage authors, provide honest reviews","ebooks, free books, clean reads"
A2W847TVMD3LOQ,"fantasy, adventure, mystery, romance, crime fiction","worldbuilding, character development, emotional drama, suspense, complex plots","eagerly following a series, devouring a fast-paced novel","recommending a compelling story, being swept up in a tale","series, novels, romantic stories, crime fiction, suspenseful plots"
A2W8NGWZ1VLGLU,"Western, Alpha Shifter, Paranormal Romance, Alpha Male, Billionaire Romance, Greek Billionaire","Action, Suspense, Sex, Fantasy, Adventure, Humor","Read, Enjoy, Purchase, Continue","Recommend, Wait, Purchase","Series, Box Set, Omnibus, Cheap, Free, Novella, Complete Novel, Hot, Funny, Light Read"
A2WDC81C1MQUAS,Romance,Mystery,Emotional Connection,Uncovering Hidden Truths,Novels with Steamy Scenes
A2WDNRHWHEY8IH,books,movies,enjoyed reading,would recommend,thrillers
A2WDOEHN67OBYH,"High-end real estate, music, hacking, sports, MC books, romance, thriller, suspense","Werewolves, supernatural, art thieves, FBI, police, drama, comedy","Selling houses, making music, hacking government corruption, fighting for truth, winning in racing","Protecting loved ones, uncovering secrets, getting revenge, taking down rivals, finding love",Steamy romance novels
A2WEE1PU5NZVJQ,Romance,"Historical fiction, Contemporary fiction",Read a series of romance novels,Discover new authors and genres,"Short, easy, free Kindle books"
A2WFDR7KK2G7ET,erotica,"romance, suspense",reading,reviewing,ebooks
A2WG33SBOT901X,"Crime fiction, Early 19th Century American History, Commercial Whaling, Kindle Fire Apps, Arabic Language, Blogging, Writing, Books, Kindle Unlimited, Reviews","Audio, Reading, Adventure, Storytelling, Technology, Programming, Android, Browsers, Apps, Side Loading","Recommend books, Share experiences, Review products, Give feedback, Provide useful information","Improve writing skills, Learn new programming techniques, Understand how to side load apps, Get more out of Kindle Unlimited, Discover new books and authors","Kindle Fire HDX, Kindle Unlimited, Kindle Books, Audiobooks, Android, Apps, Programming tutorials"
A2WI7I8LN4JVRU,Romance,"Books, Fiction, Series","Read, Enjoy","Discuss, Share","Romance Novels, Book Series"
A2WPEGAY90JXE2,romantic reads,"mystery-thrillers, psychological thrillers",enjoy a smooth flowing book with endearing characters,read a gripping and suspenseful story,vividly written novels with clever plots
A2WQR64M6QS87G,romance,series,purchase,recommend,urban fiction
A2WQZ6RF0O4XER,paranormal romance and urban fantasy,erotica and adult romance,read series in order and enjoy adult romance,discover new authors and series with action and romance,novels with hot men and cliffhangers
A2WSVBL6NH1ZWO,"writing, self-publishing, science fiction, fantasy, magic","names, character development, agents, query letters, space exploration, alien species","improve writing skills, learn about writing resources","entertain, provide engaging storytelling","ebooks, self-published novels, science fiction, fantasy"
A2WZNZSA6ID1AE,cats and relationships,none,see realistic portrayal,none,manga or comics
A2WZYL0HNUR5XH,book series,"space, adventure, fantasy, romance",entertainment,"review, critique, warning","fantasy, adventure, romance, science fiction"
A2X3DPREG8BT6B,paranormal romance,"romance, suspense, thriller","enjoy sexy alpha males, love stories, and thrilling plots","look for character development, unique plot twists, and engaging dialogue","paranormal romance novels, romance series, and book bundles"
A2X6LA6IS2C32K,Romance novels,Various,Read and review books for honesty,Discover new series and authors,Romance novels
A2X6O09LVHWKTA,Romance,"Reading, Storyline","Read, Enjoy","Recommend, Continue",Romance Novels
A2XC92A9DO2LX6,Romance,Drama,Read fiction,Review books,Romance novels
A2XDIADRDAIZ0M,"Christian Fiction, Inspirational Romances, Suspense, Romance","Writing, Book Reviews, Christian Romance, Mystery","Share personal experiences, Express gratitude, Recommend books","Critique books, Discuss writing, Share opinions","Christian Fiction, Inspirational Romances, Suspense, Romance, Mystery, Contemporary Fiction, Western Fiction"
A2XH6KI5ZLRLPS,:[,:[,:[,:[,:[
A2XHH5DF8628J8,Romance,"Mystery, Thriller, Suspense, Drama",Read love stories,Discover new books and authors,Romance novels
A2XIP6NWN0J2QC,Romance,"Billionaire romance, Valentine stories, Vampire stories, Christmas stories",Entertainment,"Laughter, Emotions, Anticipation","Romance novels, Billionaire romance novels"
A2XJLVB5NYXAD0,thrilling books,Kindle publishing,recommend the book,find a guide for success in Kindle publishing,"thriller book, Kindle publishing guide"
A2XK35QDXLVIXX,fantasy romance paranormal science fiction,holiday novella romance steampunk,captivated by the story loved the characters HEA,quick read found it enjoyable,holiday novella quick read romance paranormal steampunk
A2XKX0EWBR2ZT0,Science fiction,"Science fiction, Action, Suspense, Adventure",Read,"Continue reading, Compare sequel",Science fiction novels
A2XKX5TBB6WV00,romance,short stories,reading,writing,novellas
A2XPDUGXNGGRAI,"romance, sci-fi, humor, erotica, mystery, fantasy, mystery","reading, writing, editing, publishing, books, Kindle","entertainment, storytelling, world-building, character development","education, improvement, critique, feedback, analysis","short stories, novelettes, novels, Kindle books, free downloads"
A2XRKQZA534EWO,romance,"action, drama, suspense, intrigue",reading love stories,"finding a mate, pursuing a romantic relationship","romance novels, love stories"
A2XWK5EHPSBN8V,Romance,"Mystery, Suspense, Thriller","Read, Enjoy, Relax","Solve, Investigate, Protect","Romance Novels, Mystery Series, Steamy Fiction"
A2XWNFCQ9U8N3S,"romance, second chances, relationships, biker books, BDSM, Dom/sub, alpha males, gritty stories","erotica, adult content, alpha males, hot romance, emotional stories, complicated relationships, bikers","read reviews, find new books, learn about authors, discover series, get recommendations","read books, explore new genres, discover new authors, learn about tropes, get hooked on series","biker books, BDSM, Dom/sub, alpha males, gritty stories, erotic romance, adult content, hot romance, emotional stories"
A2XWT8FZZCWPJK,"romance, stories, history, fiction, drama, adventure","reading, novels, authors, writing, series","reading, enjoying, recommending","criticizing, warning, advising","romance novels, historical fiction, series, regency romances"
A2Y0EXBTLBW99,Romance,Books,Read,Recommend,Romance Books
A2Y1OXHK3GJBGM,BDSM,"Military, Uniform","Entertain, Surprise","Understand, Relate","Romance, Erotic, Suspense"
A2Y22EKU9DAO1T,romance stories,realistic female characters,read and finish books,encourage authors to continue writing,books in series
A2Y2GW3ZJ9T6IP,Christianity,literature,purchase,recommend,true version of the Bible
A2Y38CZ3M4A9HC,action-packed suspense thrillers,"family, crime, and love",find a balance between work and home life,stop at nothing to find the killer,crime novels
A2Y3ZGVRA3S23L,Romance,Mystery,Read,Review,Romance Novels
A2Y57Y19JHMKGA,Reading Romance,"Paranormal, Suspense, Rockers, MC reads",Finding Romance,"Avenge Death, Explore Character Development",Romance Novellas and Series
A2Y7B4AASUOXM,"romance, historical fiction, love stories, relationships","mystery, drama, family, faith, historical events","read romance stories, follow love interests","solve mysteries, follow family struggles, learn about faith","historical fiction, romance novels, clean fiction"
A2YC79E97THLFI,"Series, romance, characters, story progression, emotional depth","Shifters, soldiers, boxing, log camps, wildlife","Read, follow series, anticipate future books, enjoy romantic moments","Provide honest review, recommend books, suggest future storylines","Paranormal romance, series, unique settings, emotional depth"
A2YCL8IM1PIVND,"Romance, Fantasy, Paranormal","Mystery, Thriller, Adventure",Read and Enjoy,Examine and Analyze,"Romance Novels, Fantasy Series, Paranormal Stories"
A2YIFIHS4H20C2,"Paranormal romance, Alpha males, Shifters, Series stories, HEA","Fantasy, Romance, Short stories, Free books, Author's work","Read series, Enjoy stories, Find new authors","Wish for more books, Wait for next part, Buy more books","Short stories, Paranormal romance, Series stories, Author's work, Free books"
A2YJ8VP1SSHJ7,Paranormal romance,Romance,Entertainment,Escape,"Erotic, sexy, steamy, suspenseful, action-packed, thrilling, exciting, romantic, and passionate novels"
A2YNN4X7CCKPNF,romance,"erotica, bdsm, kink","read, love","explore, overcome","erotica, romance, bdsm"
A2YOAV9HC8HNMB,romance,erotica,finding love,enjoying sex,"contemporary romance, erotic novels"
A2YOKQ47HB9I2X,Love stories,"Books, romance, relationships, reading",Find a meaningful relationship,"Give a fair review, provide feedback",Romance novels
A2YOWYKRSGN5EH,paranormal romance,romance,evaluate storylines,offer authentic reviews,"romance novels, series"
A2YRWWZ73A46MF,Relationships,None,Find love,None,Romance novels
A2YRZ7PEKEF2ML,romance,"novels, stories, kindle, books","reading, enjoying stories, exploring emotions","investigating books, discovering new authors","romance novels, kindle books"
A2Z0PQ8HYEQT4V,"Romance Series, Read","Book Series, Young Adult Fiction, Action, Drama, Family, Grief, Steamy Chemistry",Read Reviews,"Escape, Follow Characters, Cheering Antics","Romance Novels, Series with Complex Characters, Emotionally Charged Stories, Sizzling Chemistry"
A2Z3DQ7P9JYRLG,"[reading, romance, mystery, thriller, suspense, paranormal]","[short stories, children's books, cookbook, Girl Scout cookie recipes]","[enjoying books, recommending series, appreciating authors' work]","[trying new authors, exploring different genres, perhaps learning from cookbooks]","[romance novels, mystery novels, suspense novels, paranormal novels, short stories, children's books, cookbooks]"
A2Z64A0Z98GLS3,romance,action adventure,enjoy reading,recommend reading,romance novels with complex characters and storylines
A2Z91KWFJJ0O3N,WW2,"romance, combat, camping, hiking, fishing, horror, mystery, historical fiction",read a satisfying story,"research historical accuracy, enjoy a tale","historical fiction, military fiction, mystery, suspense, sci-fi"
A2ZDRBQOSAZLER,Paranormal romance stories with shifters and vampires,"Historical fiction, romance, and fantasy","Reading engaging, fast-paced stories with complex characters",Warning against the dangers of power and abuse,"Paranormal romance novels, perhaps with some historical fiction"
A2ZJHEB8K8JZR3,"Romance, Erotica, Drama, Fantasy, Science Fiction, Historical Fiction, Paranormal Romance, Shape Shifter Romances, BDSM, Military Romance","Action, Adventure, Sports, Music, Cooking, Travel, Hobbies, Technology, Business, Finance, Politics","Read, Enjoy, Be Entertained, Get Lost in the Story, Feel Emotional Connection","Relax, Learn, Be Informed, Be Inspired, Take Action","Ebooks, Bundles, Series, Novels, Short Stories, Historical Romance, Paranormal Novels, Science Fiction, Fantasy, Romance"
